"temperature","humidity","pressure","AirQuality","label"
"23.894265","92.79630809","236.38380271","96.83792","apple"
"22.63946441","90.845845","235.697945522","96.3405879","apple"
"21.37784654","92.72043743","235.573241391","96.14707","apple"
"22.48403042","93.4087246","235.77279946","95.5473627","apple"
"22.75088787","90.6948972","235.521466996","95.437855","apple"
"23.2523087","94.54128292","235.86748396","95.3558408","apple"
"22.45696744","94.76285385","235.605934087","94.8407725","apple"
"23.34386401","91.47684705","236.2888384","94.4267991","apple"
"23.67287749","90.4935574","235.70848722","94.2298028","apple"
"23.8494014","94.34814995","236.133220586","94.058495","apple"
"23.7959131","93.27392415","235.65847387","92.6676589","apple"
"23.76881552","90.59810302","235.7983508","92.2648546","apple"
"22.02775403","92.96129462","235.790993052","91.134976","apple"
"22.84852833","94.383083","236.079497202","90.5977843","apple"
"27.794597","78.8086068","235.91505509","99.72430835","banana"
"26.3985515","81.36028902","235.57140869","98.8752001","banana"
"28.65003945","82.68752542","235.8438381","98.75084366","banana"
"25.14748006","83.3468873","235.565028635","98.66679427","banana"
"25.9373086","78.89864446","235.915568968","98.2747528","banana"
"27.66752761","79.68542782","236.490074429","96.66464","banana"
"28.05484146","78.04602887","236.458714879","96.395779","banana"
"27.50527651","80.79783998","236.156373499","95.0776992","banana"
"25.5620273","77.38229006","236.8928009","93.924783","banana"
"25.56703012","75.94067692","235.590236025","92.786777","banana"
"29.9403455","79.7588629","236.324270089","92.07835761","banana"
"26.2909246","82.34429458","236.31377204","92.0700033","banana"
"25.1368657","84.88394407","236.75152442","91.46442491","banana"
"29.073732","76.50045221","236.376756633","90.892639","banana"
"29.2440638","77.320786","235.707488987","90.66727868","banana"
"26.984734","99.8467838","236.38552973","85.6323656","coconut"
"27.1586142","91.48889469","236.41384638","84.982225","coconut"
"29.5654989","91.40896307","235.82638864","84.8315729","coconut"
"27.8932822","97.4849555","236.465906333","84.062861","coconut"
"28.973877","98.0986943","235.50158009","83.909521","coconut"
"26.007585","94.7999848","236.3395715","83.540094","coconut"
"28.2974764","95.4922824","236.141502001","82.4482352","coconut"
"25.79490531","93.8415068","235.779032666","82.4238712","coconut"
"26.13958446","96.38580769","236.33879773","81.3387935","coconut"
"26.44600063","98.29937782","236.008386283","81.225888","coconut"
"26.45488737","93.45042636","235.901495544","79.2220255","coconut"
"29.69952329","95.2864392","236.342463714","78.3003692","coconut"
"26.1482144","93.28415295","236.07897347","75.485025","coconut"
"27.5582802","99.9887601","235.735364307","74.6256481","coconut"
"28.94099669","93.0089012","235.764615485","71.7723087","coconut"
"24.6509084","51.93952357","237.027585559","90.1386537","coffee"
"25.7787724","62.26244581","236.647765997","90.089649","coffee"
"23.07895447","63.65861483","237.8480827","89.8765443","coffee"
"26.97947","52.50987966","236.99623945","89.0944824","coffee"
"27.35152643","55.99375012","237.1349409","88.988525","coffee"
"27.649694","51.9544023","236.35823783","86.8392822","coffee"
"23.44372334","60.39523266","236.4232955","86.2103248","coffee"
"27.042487","57.27927475","236.5085797","85.687289","coffee"
"23.0595896","50.40609436","236.973839707","84.497875","coffee"
"25.234661","57.5381469","236.043485685","84.226737","coffee"
"23.9438731","68.00096043","236.703270635","81.8944624","coffee"
"26.7350622","55.558487","236.89892347","80.630583","coffee"
"23.490707","52.26994674","236.86972076","79.3670753","coffee"
"24.12832546","56.896663","236.43899748","77.275788","coffee"
"25.70822684","52.8866785","237.8915558","76.7325092","coffee"
"13.42988625","80.06633966","236.3694957","71.40043037","grapes"
"13.05809741","80.28297993","235.757009965","70.75633584","grapes"
"27.23708304","82.94573346","236.224542938","70.42508897","grapes"
"25.96308415","82.57813624","235.838748311","70.3782647","grapes"
"27.92004934","82.93262435","235.733539807","69.9832839","grapes"
"35.9158265","82.26890793","235.55083278","69.7158491","grapes"
"9.535585543","80.7392694","235.908724337","69.448571","grapes"
"21.8903604","80.6339978","236.349875906","69.27779761","grapes"
"9.85842629","80.226377","235.96537863","68.42802444","grapes"
"7.2077707","82.9042841","236.48432389","66.839377","grapes"
"24.97256132","82.72828653","236.476757723","66.7008285","grapes"
"8.70679077","83.4795292","236.83928251","66.5964488","grapes"
"8.27852801","82.94270065","235.620745638","66.57462809","grapes"
"11.8994268","80.8084305","236.415555956","66.34234944","grapes"
"9.949929082","82.55138983","235.84938354","66.0087551","grapes"
"27.53907547","53.63549533","236.797779227","99.3540885","mango"
"33.55695561","53.72979826","234.75794897","98.67527561","mango"
"31.86641378","52.7331595","235.064613314","98.46768642","mango"
"34.8438906","54.8482251","234.954739564","98.3335925","mango"
"34.777782","50.6281586","236.93935087","98.00687989","mango"
"30.01592643","53.729081","235.074272692","97.7284382","mango"
"35.39986338","49.45962621","236.8673834","97.4954011","mango"
"34.7241372","51.427781","235.8948592","97.3858083","mango"
"27.00315545","47.67525434","235.699586972","95.8588326","mango"
"29.80747243","52.13797867","235.786586","95.7460694","mango"
"33.5615084","45.53556603","235.977413803","95.70525913","mango"
"35.99009679","52.22780489","235.978634285","95.3713484","mango"
"27.7558664","52.34605806","234.772385986","94.983345","mango"
"30.33723921","48.88704844","235.755049971","94.42850522","mango"
"31.7459834","45.8127859","235.667507706","93.75441586","mango"
"28.68275966","92.50969311","236.150686364","29.887663","muskmelon"
"28.61475136","94.22253035","236.39637861","28.9857489","muskmelon"
"29.07265321","91.9153373","236.341400922","28.83568362","muskmelon"
"29.3408958","94.559039","236.47083092","28.22908103","muskmelon"
"27.3506296","94.298951","236.067665498","27.2844021","muskmelon"
"28.55852465","90.45773041","236.15909764","27.26588346","muskmelon"
"26.03097313","91.5087306","237.58755068","91.2847738","orange"
"14.78003032","91.2206286","236.88430299","90.76762","orange"
"31.08368929","90.14362642","237.028746406","89.6894658","orange"
"15.7814473","92.5967745","236.354006744","89.035002","orange"
"23.98289638","91.5473145","237.45599962","88.490897","orange"
"25.26052689","90.3853735","236.82228294","87.3695296","orange"
"26.56608303","94.45239715","236.285312759","86.3796525","orange"
"23.85340379","90.9522549","237.47479503","83.923226","orange"
"34.51465139","93.6388684","237.83245982","83.5684926","orange"
"24.85903405","94.39000473","236.559236744","81.7803734","orange"
"29.4774871","91.57802915","237.129136941","81.727497","orange"
"24.60297538","91.28408653","237.60889843","81.294885","orange"
"13.36050601","91.3560897","237.335158382","81.2266885","orange"
"33.32315744","91.2527863","236.709668804","84.496633","papaya"
"38.97825","93.97379963","236.751298936","82.0908814","papaya"
"25.9300384","93.02357765","236.964955435","81.8202079","papaya"
"26.05375792","93.698872","236.742490027","80.6863901","papaya"
"32.76795887","94.57377401","236.76483299","80.4795923","papaya"
"41.31330062","91.1508798","236.67066674","79.7427554","papaya"
"37.5889977","91.99740365","236.9677596","79.6577388","papaya"
"25.3475681","93.0287968","236.803094965","74.409037","papaya"
"29.6078808","93.15642801","236.57398033","62.6879535","papaya"
"26.68386496","92.9585411","236.583760499","62.50689682","papaya"
"31.29986342","92.7603984","236.986228647","54.77830202","papaya"
"31.22790131","94.9408378","236.620729882","46.4427988","papaya"
"23.7928128","89.679485","236.84400085","95.6499907","pomegranate"
"24.1469628","94.595662","236.424670614","95.238633","pomegranate"
"22.5526059","89.3259486","236.327673765","94.8955643","pomegranate"
"22.36509395","92.30882391","237.75344328","94.828333","pomegranate"
"24.92639065","85.7098079","235.832525853","94.7693804","pomegranate"
"24.2660138","93.7974061","236.53704277","94.537589","pomegranate"
"21.57936934","94.88267728","235.938528744","92.8593382","pomegranate"
"8.78359608","87.4024767","236.80478956","92.584759","pomegranate"
"24.96273236","92.40501423","236.497366677","89.48972","pomegranate"
"23.12808226","92.68328358","236.630646083","89.3930157","pomegranate"
"22.4458866","89.90147027","236.73808221","89.3905998","pomegranate"
"24.5598824","91.63536236","235.922935513","81.9684622","pomegranate"
"24.92994759","85.00802358","236.75142279","48.75859458","watermelon"
"26.63838589","84.69546874","236.8983927","48.32428609","watermelon"
"25.35794749","80.45846265","236.903020221","47.72078245","watermelon"
"26.73690828","87.82430156","236.747537642","47.4644707","watermelon"
"26.2706808","83.0974521","236.259086583","46.76837499","watermelon"
"25.50736962","84.24340241","236.79975575","44.2068997","watermelon"
"26.8975074","83.89241484","236.46327966","43.9773745","watermelon"
"26.0396727","83.9862443","236.277484043","43.8779048","watermelon"
"24.54356968","84.60808277","236.28748957","42.00660251","watermelon"
"25.339446","84.30533791","236.90424707","41.5328699","watermelon"
"26.8588914","86.5507939","236.00097567","40.7129074","watermelon"
